double	O
d	O
=	O
5.34;int	O
i	O
=	O
d	O
as	O
double	O
d	O
=	O
5.34;int	O
i	O
=	O
decimal.ToDouble()	O
MyDB	O
db	O
=	O
new	O
;var	O
q	O
=	O
from	O
db.MyTable	O
select	O
c;foreach	O
(var	O
c	O
in	O
q)	O
MyDB("DataSource=...")	O
Console.WriteLine(c.MyField.ToString()	O
string	O
s	O
=	O
"";SqlConnection	O
conn	O
=	O
new	O
;SqlDataAdapter	O
da	O
=	O
new	O
;DataTable	O
dt	O
=	O
new	O
;for	O
(int	O
i	O
=	O
0;	O
i	O
dt.Rows.Count;	O
i++){	O
s	O
+=	O
+	O
"	O
--	O
"	O
+	O
+	O
SqlConnection("Server=192.168.1.1;Database=master;ConnectTimeout=30;UserID=foobar;Password=raboof;")	O
SqlDataAdapter("SELECTTOP5name,dbidFROMsysdatabases",conn)	O
DataTable();da.Fill(dt)	O
dt.Rows[i]["name"].ToString()	O
dt.Rows[i]["dbid"].ToString()	O
"\n";}MessageBox.Show(s)	O
insert	O
into	O
EscapeTest	O
(text)	O
values	O
('This	O
will	O
be	O
inserted	O
\\n	O
This	O
will	O
not	O
createTextNode()	O
createElement()	O
appendChild()	O
window	O
=	O
,	O
"delete_event",	O
,	O
,	O
"destroy",	O
,	O
gtk_window_new(GTK_WINDOW_TOPLEVEL);g_signal_connect(G_OBJECT(window)	O
G_CALLBACK(delete_event)	O
NULL);g_signal_connect(G_OBJECT(window)	O
G_CALLBACK(destroy)	O
gtk_main()	O
gtk_dialog_run()	O
gtk_init_add()	O
gtk_main()	O
gtk_widget_destroy()	O
typedef	O
struct	O
{	O
int	O
type;	O
int	O
result;}	O
DialogData;static	O
{	O
DialogData	O
*dialog_data	O
=	O
user_data;	O
GtkWidget	O
*dialog;	O
if	O
(dialog_data-type	O
MB_YESNO)	O
dialog	O
=	O
;	O
else	O
dialog	O
=	O
;	O
//	O
Set	O
title,	O
etc.	O
dialog_data-result	O
=	O
;	O
;	O
//	O
Quits	O
the	O
main	O
loop	O
run	O
in	O
return	O
FALSE;}int	O
{	O
DialogData	O
dialog_data;	O
dialog_data.type	O
=	O
type;	O
;	O
;	O
//	O
Do	O
stuff	O
based	O
on	O
gbooleandisplay_dialog(gpointeruser_data)	O
gtk_message_dialog_new(...)	O
gtk_message_dialog_new(...)	O
gtk_dialog_run(...)	O
gtk_main_quit()	O
MessageBox()	O
MessageBox(...)	O
gtk_idle_add(display_dialog,dialog_data)	O
gtk_main()	O
gtk_idle_add()	O
display_dialog()	O
gtk_main()	O
MessageBox()	O
String.split()	O
public	O
function	O
{	O
;	O
return	O
;}protected	O
function	O
{	O
return	O
getName()	O
$this-incrementNameCalled()	O
$this-_getName()	O
_getName()	O
$name	O
=	O
$this-_getName()	O
low-level	O
alloc	O
#!C:\python25\python.exeimport	O
msvcrtprint	O
"""Menu1)	O
Say	O
Foo	O
2)	O
Say	O
Bar"""while	O
1:	O
char	O
=	O
if	O
char	O
==	O
:	O
#escape	O
break	O
if	O
char	O
==	O
"1":	O
print	O
"foo"	O
break	O
if	O
char	O
==	O
"2":	O
print	O
"Bar"	O
msvcrt.getch()	O
chr(27)	O
#	O
sudo	O
cp	O
/etc/localtime	O
/etc/localtime.dist#	O
sudo	O
ln	O
-fs	O
/usr/share/zoneinfo/America/Los_Angeles	O
/usr/bin/zdump	O
-v	O
/etc/localtime	O
|	O
/etc/localtime	O
Sun	O
Mar	O
31	O
01:00:00	O
2080	O
UTC	O
=	O
Sun	O
Mar	O
31	O
02:00:00	O
2080	O
BST	O
isdst=1	O
protected	O
override	O
void	O
SavePageStateToPersistenceMedium(objectviewState)	O
list(T)	O
)	O
if(xisNotNothingAndAlsox.go()	O
if	O
(	O
And	O
)	O
then	O
end	O
x.init()	O
y.init()	O
x.process(y)	O
y.doDance()	O
if	O
(amHungry	O
whiteCastleIsNearby){	O
//	O
The	O
code	O
will	O
check	O
if	O
White	O
Castle	O
is	O
nearby	O
//	O
even	O
when	O
I	O
am	O
not	O
hungry}if	O
(amHungry	O
whiteCastleIsNearby){	O
//	O
The	O
code	O
will	O
only	O
check	O
if	O
White	O
Castle	O
is	O
nearby	O
//	O
when	O
I	O
am	O
puts	O
message	O
unless	O
unless	O
message.nil?	O
puts	O
READ	O
0100	O
WRITE	O
0010	O
EXEC	O
flags	O
=	O
READ	O
EXEC;	O
//	O
value	O
of	O
flags	O
is	O
a	O
=	O
new	O
;	O
//	O
Log	O
class	O
overloads	O
the	O
+	O
operatora	O
+	O
"some	O
string";	O
//	O
Call	O
the	O
overloaded	O
method	O
-	O
otherwise	O
this	O
wouldn't	O
work	O
because	O
you	O
can't	O
normally	O
add	O
strings	O
to	O
Log()	O
||	O
//	O
be	O
never	O
runs	O
if	O
a	O
is	O
a()	O
b()	O
a	O
=	O
)	O
Foo(5,GetSummary("Orion",GetAddress("Orion")	O
a	O
=	O
),	O
Foo(5,GetSummary("Orion",GetAddress("Orion")	O
GetSummary("Chris",GetAddress("Chris")	O
GetAddress("Orion")	O
GetSummary("Orion",...)	O
GetAddress("Chris")	O
GetSummary("Chris",...)	O
Foo(...)	O
foo()	O
bar()	O
foo()	O
bar()	O
foo()	O
bar()	O
bar()	O
foo()	O
public	O
virtual	O
bool	O
{	O
MemberInfo[]	O
members	O
=	O
);	O
object[]	O
values	O
=	O
;	O
int	O
j	O
=	O
0;	O
for	O
(int	O
i	O
=	O
0;	O
i	O
members.Length;	O
i++)	O
{	O
string[]	O
var	O
=	O
;	O
switch	O
(var[0])	O
{	O
case	O
"UInt32":	O
values[i]	O
=	O
+	O
(message[j	O
+	O
1]	O
16)	O
+	O
(message[j	O
+	O
2]	O
8)	O
+	O
message[j	O
+	O
3]);	O
j	O
+=	O
4;	O
break;	O
case	O
"UInt16":	O
values[i]	O
=	O
+	O
message[j	O
+	O
1]);	O
j	O
+=	O
2;	O
break;	O
case	O
"Byte":	O
values[i]	O
=	O
(byte)message[j++];	O
break;	O
case	O
"UInt32[]":	O
if	O
(values[i]	O
!=	O
null)	O
{	O
int	O
len	O
=	O
values[i]).Length;	O
byte[]	O
b	O
=	O
new	O
byte[len	O
*	O
4];	O
;	O
,	O
(UInt32[])values[i],	O
len);	O
j	O
+=	O
len	O
*	O
4;	O
}	O
break;	O
case	O
"Byte[]":	O
if	O
(values[i]	O
!=	O
null)	O
{	O
int	O
len	O
=	O
values[i]).Length;	O
(values[i]),	O
0,	O
len);	O
j	O
+=	O
len;	O
}	O
break;	O
default:	O
throw	O
new	O
;	O
}	O
}	O
;	O
return	O
true;	O
SetMessageBytes(byte[]message)	O
FormatterServices.GetSerializableMembers(this.GetType()	O
FormatterServices.GetObjectData(this,members)	O
members[i].ToString().Split(newchar[]{''})	O
(UInt32)((message[j]24)	O
(UInt16)((message[j]8)	O
((UInt32[])	O
Array.Copy(message,j,b,0,len*4)	O
Array.Copy(Utilities.ByteArrayToUInt32Array(b)	O
((byte[])	O
Array.Copy(message,j,(byte[])	O
Exception("ByteExtractable::SetMessageBytesUnsupportedType:"+var[1]+"isoftype"+var[0])	O
FormatterServices.PopulateObjectMembers(this,members,values)	O
.selectedIndex].value	O
document.getElementById('newSkill').options[document.getElementById('newSkill')	O
double	O
d	O
=	O
;//	O
--	O
OR	O
--double	O
d	O
=	O
double.Parse("100.20",CultureInfo.CurrentCulture)	O
double.Parse("100.20",CultureInfo.CurrentUICulture)	O
double	O
d	O
=	O
Double.Parse("5,000.00",NumberStyles.Any,CultureInfo.InvariantCulture)	O
gettimeofday()	O
gettimeofday()	O
clock_gettime(CLOCK_MONOTONIC)	O
clock_getres()	O
gettimeofday()	O
clock_gettime(CLOCK_MONOTONIC)	O
clock_getres()	O
using	O
(FileStream	O
stream	O
=	O
new	O
){	O
BinaryFormatter	O
formatter	O
=	O
new	O
;	O
StructType	O
aStruct	O
=	O
FileStream(fileName,FileMode.Open)	O
BinaryFormatter()	O
(StructType)formatter.Deserialize(filestream)	O
BinaryReader	O
reader	O
=	O
new	O
;StructType	O
o	O
=	O
new	O
;o.FileDate	O
=	O
);o.FileTime	O
=	O
BinaryReader(stream)	O
StructType()	O
Encoding.ASCII.GetString(reader.ReadBytes(8)	O
Encoding.ASCII.GetString(reader.ReadBytes(8)	O
StructType	O
o	O
=	O
new	O
;byte[]	O
buffer	O
=	O
new	O
)];GCHandle	O
handle	O
=	O
,	O
StructType()	O
byte[Marshal.SizeOf(typeof(StructType)	O
GCHandle.Alloc(buffer,GCHandleType.Pinned)	O
;Marshal.StructureToPtr(o,handle.AddrOfPinnedObject()	O
false);handle.Free()	O
public	O
class	O
MyClass	O
:	O
BaseClass{	O
//	O
Your	O
stuff	O
public	O
class	O
MyClass{	O
private	O
BaseClass	O
baseClass;	O
public	O
void	O
{	O
;	O
ExposeThisMethod()	O
baseClass.ExposeThisMethod()	O
public	O
class	O
MyClass{	O
private	O
BaseClass	O
baseClass;	O
public	O
BaseClass	O
BaseClass	O
{	O
get	O
{	O
return	O
baseClass;	O
}	O
]public	O
override	O
void	O
[Obsolete("Thesearenotsupportedinthisclass.",true)	O
dontcallmeanymore()	O
select	O
p.Date,	O
p.Amount,	O
d.SoftwareName,	O
d.DownloadLinkfrom	O
PurchaseDB.dbo.Purchases	O
as	O
pjoin	O
ProductDB.dbo.Products	O
as	O
d	O
on	O
d.sku	O
=	O
p.skuwhere	O
p.UserID	O
=	O
12345	O
public	O
class	O
CustomerDownloadInfo{	O
private	O
string	O
sku;	O
private	O
readonly	O
ICustomer	O
customer;	O
public	O
{	O
customer	O
=	O
Customer;	O
}	O
public	O
void	O
{	O
sku	O
=	O
Sku;	O
}	O
public	O
string	O
Sku{	O
get	O
{	O
return	O
sku;	O
}	O
}	O
public	O
string	O
Link{	O
get{	O
//	O
etc...	O
etc...	O
}	O
CustomerDownloadInfo(ICustomerCustomer)	O
AttachSku(stringSku)	O
episodes	O
=	O
[]episodes.append({'season':1,'episode':2,'name':'Something'})	O
episodes.append({'season':1,'episode':2,'name':'Something','actors':['BillyBob','SeanPenn']})	O
season_1	O
=	O
[e	O
for	O
e	O
in	O
episodes	O
if	O
e['season']	O
==	O
1]billy_bob	O
=	O
[e	O
for	O
e	O
in	O
episodes	O
if	O
'actors'	O
in	O
e	O
and	O
'Billy	O
Bob'	O
in	O
e['actors']]for	O
episode	O
in	O
billy_bob:	O
print	O
"Billy	O
bob	O
was	O
in	O
Season	O
%s	O
Episode	O
%s"	O
%	O
(episode['season'],	O
def	O
all	O
=	O
[""]	O
current_array	O
=	O
all.clone	O
{	O
|iteration|	O
next_array	O
=	O
[]	O
current_array.each	O
{	O
|string|	O
possible_characters.each	O
{	O
|c|	O
value	O
=	O
string	O
+	O
c	O
next_array.insert	O
next_array.length,	O
value	O
all.insert	O
all.length,	O
value	O
}	O
}	O
current_array	O
=	O
next_array	O
}	O
all.delete_if	O
{	O
|string|	O
string.length	O
x	O
perms(x,y,possible_characters)	O
1.upto(y)	O
public	O
class	O
GeneratePermutations	O
{	O
public	O
static	O
void	O
{	O
int	O
lower	O
=	O
;	O
int	O
upper	O
=	O
;	O
if	O
(upper	O
lower	O
||	O
upper	O
==	O
0	O
||	O
lower	O
==	O
0)	O
{	O
;	O
}	O
for	O
(int	O
length	O
=	O
lower;	O
length	O
=	O
upper;	O
length++)	O
{	O
;	O
}	O
}	O
private	O
static	O
void	O
{	O
if	O
(length	O
=	O
0)	O
{	O
;	O
}	O
else	O
{	O
for	O
(char	O
c	O
=	O
'a';	O
c	O
=	O
'z';	O
c++)	O
{	O
;	O
}	O
}	O
main(String[]args)	O
Integer.parseInt(args[0])	O
Integer.parseInt(args[1])	O
System.exit(0)	O
generate(length,"")	O
generate(intlength,Stringpartial)	O
System.out.println(partial)	O
generate(length-1,partial+c)	O
$outlook	O
=	O
COM("Outlook.Application")	O
var	O
element	O
=	O
;element.style.background	O
=	O
document.getElementById('element')	O
$('#fieldID').css('background-color','#FF6600')	O
public	O
class	O
Writer	O
extends	O
Object{	O
Writer	O
()	O
{	O
}	O
public	O
static	O
String[]	O
strings	O
=	O
{	O
"Hello	O
World",	O
"Goodbye	O
World"	O
};	O
public	O
static	O
void	O
throws	O
java.io.IOException	O
{	O
java.io.PrintWriter	O
pw	O
=	O
new	O
,	O
true);	O
{	O
;	O
;	O
}	O
;	O
main(String[]args)	O
java.io.PrintWriter(newjava.io.FileOutputStream("out.txt")	O
for(Strings:strings)	O
pw.println(s)	O
System.in.read()	O
pw.close()	O
public	O
class	O
Reader	O
extends	O
Object{	O
Reader	O
()	O
{	O
}	O
public	O
static	O
void	O
throws	O
Exception	O
{	O
java.io.FileInputStream	O
in	O
=	O
new	O
;	O
java.nio.channels.FileChannel	O
fc	O
=	O
;	O
java.nio.ByteBuffer	O
bb	O
=	O
;	O
=	O
0)	O
{	O
;	O
)	O
{	O
);	O
}	O
;	O
}	O
;	O
main(String[]args)	O
java.io.FileInputStream("out.txt")	O
in.getChannel()	O
java.nio.ByteBuffer.allocate(10)	O
while(fc.read(bb)	O
bb.flip()	O
while(bb.hasRemaining()	O
System.out.println((char)bb.get()	O
bb.clear()	O
System.exit(0)	O
private	O
static	O
IEnumeratorTextBox	O
FindTextBoxes(ControlrootControl)	O
private	O
static	O
IEnumerableTextBox	O
FindTextBoxes(ControlrootControl)	O
public	O
:	O
ClassName(...)	O
base(...)	O
toString()	O
equals()	O
`[(1,'Mark',86),(2,'John',34)	O
public	O
PropertyType	O
PropertyName	O
{	O
get;	O
set;	O
private	O
PropertyType	O
_property;public	O
PropertyType	O
PropertyName{	O
get	O
{	O
//logic	O
here	O
return	O
_property;	O
}	O
set	O
{	O
//logic	O
here	O
_property	O
=	O
value;	O
}	O
public	O
delegate	O
void	O
;	O
public	O
void	O
{	O
;	O
}	O
public	O
void	O
{	O
;	O
}	O
public	O
void	O
{	O
RetryTimer	O
fileIORetryTimer	O
=	O
new	O
);	O
bool	O
success	O
=	O
false;	O
while	O
(!success)	O
{	O
try	O
{	O
;	O
success	O
=	O
true;	O
}	O
catch	O
(IOException	O
e)	O
{	O
if	O
(fileIORetryTimer.HasExceededRetryTimeout)	O
{	O
throw;	O
}	O
;	O
}	O
}	O
}	O
public	O
void	O
{	O
;	O
;	O
IoOperation(paramsstring[]parameters)	O
FileDeleteOperation(paramsstring[]fileName)	O
File.Delete(fileName[0])	O
FileCopyOperation(paramsstring[]fileNames)	O
File.Copy(fileNames[0],fileNames[1])	O
RetryFileIO(IoOperationoperation,paramsstring[]parameters)	O
RetryTimer(TimeSpan.FromHours(10)	O
operation(parameters)	O
fileIORetryTimer.SleepUntilNextRetry()	O
Foo()	O
this.RetryFileIO(FileDeleteOperation,"L:\file.to.delete")	O
this.RetryFileIO(FileCopyOperation,"L:\file.to.copy.source","L:\file.to.copy.destination")	O
DIR	O
/s/b	O
function	O
{	O
;}new	O
Blah()	O
alert('blah')	O
Bla()	O
new	O
var	O
tempObject	O
=	O
{};var	O
result	O
=	O
;if	O
(result	O
is	O
not	O
an	O
object)	O
result	O
=	O
expression.call(tempObject)	O
tempObject.__proto__	O
=	O
htmlbodyscript	O
type="text/javascript"var	O
a	O
=	O
new	O
{	O
;	O
return	O
"test";};var	O
b	O
=	O
{	O
;	O
return	O
;	O
//a	O
is	O
a	O
;	O
//b	O
is	O
a	O
string	O
containing	O
function()	O
alert("method1")	O
(function()	O
alert("method2")	O
"test";})();alert(a)	O
functionalert(b)	O
(function()	O
})()	O
expandNode()	O
value	O
=	O
value	O
+	O
onclick='%#	O
""");"	O
"ToggleDisplay("""DataBinder.Eval(Container.DataItem,"JobCode")	O
if	O
(sb.Length	O
0)	O
sb.Append(",")	O
?php	O
$outputString	O
=	O
implode(',',$array)	O
using	O
(Process	O
printProcess	O
=	O
new	O
){	O
string	O
systemPath	O
=	O
;	O
printProcess.StartInfo.FileName	O
=	O
systemPath	O
+	O
@"\rundll32.exe";	O
printProcess.StartInfo.Arguments	O
=	O
systemPath	O
+	O
@"\mshtml.dll,PrintHTML	O
"""	O
+	O
fileToPrint	O
+	O
@"""";	O
Process()	O
Environment.GetFolderPath(Environment.SpecialFolder.System)	O
printProcess.Start()	O
Visual	O
Studio	O
Visual	O
Rhino	O
from	O
SomeOtherProduct.SomeModule	O
import	O
SomeClassdef	O
:	O
return	O
"ook	O
ook	O
eee	O
eee	O
eee!"SomeClass.speak	O
=	O
speak(self)	O
class	O
Array	O
def	O
print_length	O
puts	O
length	O
array	O
=	O
[1,	O
2,	O
3]def	O
array.print_length	O
puts	O
def	O
:	O
print	O
class	O
A:	O
pass	O
a	O
=	O
#	O
s	O
becomes	O
the	O
implicit	O
'self'	O
variable	O
__	O
main	O
__	O
.	O
A	O
instance	O
at	O
printme(s)	O
repr(s)	O
setattr(A,'printme',printme)	O
A()	O
a.printme()	O
body	O
runat="server"	O
%	O
MasterPageFile="..."	O
Master.FindControl("masterpageBody")	O
char	O
*a	O
=	O
"Hello	O
World!";char	O
*b	O
=	O
;int	O
position	O
=	O
b	O
-	O
strstr(a,"World")	O
a;printf("theoffsetis%i\n",position)	O
the	O
offset	O
is	O
document.onkeydown	O
=	O
TabExample;function	O
{	O
var	O
evt	O
=	O
(evt)	O
?	O
evt	O
:	O
?	O
event	O
:	O
null);	O
{	O
//	O
do	O
work	O
TabExample(evt)	O
((event)	O
if(evt.keycode==9)	O
Process.Start("mailto:name@domain.com?subject=TestCodeBody=TestText")	O
locate	O
public	O
class	O
methodOverloading{	O
public	O
static	O
void	O
{	O
;	O
}	O
public	O
static	O
void	O
{	O
;	O
}	O
public	O
static	O
void	O
{	O
int	O
i	O
=	O
5;	O
;	O
hello(Integerx)	O
System.out.println("Integer")	O
hello(longx)	O
System.out.println("long")	O
main(String[]args)	O
hello(i)	O
using	O
DequeInteger	O
queue;void	O
{	O
;}int	O
{	O
return	O
add(intn)	O
queue.add(n)	O
remove()	O
queue.remove()	O
Deque	O
queue;void	O
{	O
);}int	O
{	O
return	O
add(intn)	O
queue.add(Integer.valueOf(n)	O
remove()	O
((Integer)	O
queue.remove()).intValue()	O
void	O
{	O
5)	O
);	O
);}string	O
{	O
return	O
);}string	O
{	O
return	O
(typeof	O
DoStuff()	O
System.Console.WriteLine(SomeMethod((int)	O
System.Console.WriteLine(GetTypeNameint()	O
SomeMethod(objectsomeParameter)	O
string.Format("Sometext{0}",someParameter.ToString()	O
GetTypeNameT()	O
Integer	O
i1	O
=	O
new	O
;Integer	O
i2	O
=	O
new	O
;	O
//	O
Integer(127)	O
Integer(127);System.out.println(i1==i2)	O
Integer	O
i1	O
=	O
new	O
;Integer	O
i2	O
=	O
new	O
;	O
//	O
Integer(128)	O
Integer(128);System.out.println(i1==i2)	O
);	O
//	O
System.out.println(i1.equals(i2)	O
Reset()	O
Console.ReadLine()	O
function	O
{	O
var	O
popup	O
=	O
;	O
;}function	O
{	O
pageLoad()	O
$find('ModalPopupClientID')	O
popup.add_shown(SetFocus)	O
SetFocus()	O
$get('TriggerClientId').focus()	O
procedure	O
InstallIntoRegistry;var	O
Reg:	O
TRegistry;begin	O
Reg	O
:=	O
TRegistry.Create;	O
try	O
Reg.RootKey	O
:=	O
HKEY_CLASSES_ROOT;	O
if	O
then	O
begin	O
;	O
;	O
;	O
;	O
if	O
then	O
begin	O
+	O
'"	O
"%1"');	O
end;	O
end	O
else	O
begin	O
+	O
'Please	O
make	O
sure	O
you	O
are	O
logged	O
in	O
with	O
a	O
user	O
account	O
with	O
administrative	O
rights!',	O
'Access	O
denied',	O
0);	O
Exit;	O
end;	O
finally	O
;	O
end;	O
Reg.OpenKey('moniker',True)	O
Reg.WriteString('','URL:Nameofmoniker')	O
Reg.WriteString('URLProtocol','')	O
Reg.WriteString('SourceFilter','{E436EBB6-524F-11CE-9F53-0020AF0BA770}')	O
Reg.WriteInteger('EditFlags',2)	O
Reg.OpenKey('shell\open\command',True)	O
Reg.WriteString('','"'+ParamStr(0)	O
MessageBox(0,'Youdonothavethenecessaryaccessrightstocompletethisinstallation!'+Chr(13)	O
FreeAndNil(Reg)	O
MessageBox(0,'ApplicationWebStarthasbeeninstalledsuccessfully!','Installed',0)	O
public	O
static	O
class	O
Base{	O
public	O
static	O
virtual	O
int	O
{	O
return	O
5;	O
}}public	O
static	O
class	O
Child1	O
:	O
Base{	O
public	O
static	O
override	O
int	O
{	O
return	O
1;	O
}}public	O
static	O
class	O
Child2	O
:	O
Base{	O
public	O
static	O
override	O
int	O
{	O
return	O
2;	O
GetNumber()	O
GetNumber()	O
GetNumber()	O
public	O
class	O
A{	O
public	O
static	O
void	O
{	O
}}public	O
class	O
B	O
:	O
Test()	O
class	O
Program{	O
static	O
void	O
{	O
;	O
Main(string[]args)	O
B.Test()	O
.entrypoint.maxstack	O
8L0000:	O
nop	O
L0001:	O
call	O
void	O
L0006:	O
nop	O
L0007:	O
ret	O
ConsoleApplication1.A::Test()	O
public	O
static	O
string	O
{	O
string	O
output	O
=	O
String.Empty;	O
if	O
(time.Days	O
0)	O
output	O
+=	O
time.Days	O
+	O
"	O
days	O
";	O
if	O
time.Hours	O
0)	O
output	O
+=	O
time.Hours	O
+	O
"	O
hr	O
";	O
if	O
(time.Days	O
==	O
0	O
time.Minutes	O
0)	O
output	O
+=	O
time.Minutes	O
+	O
"	O
min	O
";	O
if	O
(output.Length	O
==	O
0)	O
output	O
+=	O
time.Seconds	O
+	O
"	O
sec";	O
return	O
ToLongString(thisTimeSpantime)	O
((time.Days==0||time.Days==1)	O
output.Trim()	O
public	O
class	O
RelativeTimeRange	O
:	O
IComparable{	O
public	O
TimeSpan	O
UpperBound	O
{	O
get;	O
set;	O
}	O
public	O
delegate	O
string	O
;	O
public	O
RelativeTimeTextDelegate	O
MessageCreator	O
{	O
get;	O
set;	O
}	O
public	O
int	O
{	O
if	O
)	O
{	O
return	O
1;	O
}	O
//	O
note	O
that	O
this	O
sorts	O
in	O
reverse	O
order	O
to	O
the	O
way	O
you'd	O
expect,	O
//	O
this	O
saves	O
having	O
to	O
reverse	O
a	O
list	O
later	O
return	O
(obj	O
as	O
;	O
}}public	O
class	O
PrintRelativeTime{	O
private	O
static	O
ListRelativeTimeRange	O
timeRanges;	O
static	O
{	O
timeRanges	O
=	O
new	O
ListRelativeTimeRange{	O
new	O
RelativeTimeRange	O
{	O
UpperBound	O
=	O
,	O
MessageCreator	O
=	O
(delta)	O
=	O
{	O
return	O
"one	O
second	O
ago";	O
}	O
},	O
new	O
RelativeTimeRange	O
{	O
UpperBound	O
=	O
,	O
MessageCreator	O
=	O
